,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,-1950.9719803192215,3919.8166231613704,1272.154839295731,-175.08051971979347,766.0017459419687,-564.3372406641718,211.75754066693764,296.98751711481714,-632.2285271166268,-260.05634973296355,-218.18560328935362,-266.84315748325594,-328.6248427573294,-363.00195449554343,158.51573640039862,14.289631976287778,-299.2980304388754,112.15344511930616,-108.87737051669805,124.18393609882689,96.55252361188244,-262.7843623895465,66.15845929535804,-184.9238380740451,-128.23477210020766,82.49328137263947,-173.3907584301096,135.21398378894503,-1.700638954725207,-257.45719331172273
1,-2009.1054177030235,3791.5713178013652,1248.5303115549475,-75.5768723146256,763.0652367646923,-541.0154569780276,274.44378933336316,174.09237777769283,-588.6617782997314,-327.22826558174677,-201.33491832914467,-259.668160006353,-295.5079809431656,-329.5503942442541,133.9338181276979,16.39122612499303,-252.09534612317086,94.85854629230286,-94.58492250704094,90.49903655228934,89.44914226927192,-197.36056165058355,29.82610427932248,-149.36214897480082,-82.79071948443364,61.36727530238634,-78.24002021606704,61.212415979860864,21.2432434400039,-119.45316008655679
2,-1808.060452519472,3914.755497723546,1178.177638421475,-110.93769342562582,715.3195855418729,-529.4211503288584,227.52262961879998,103.295459780629,-546.4396261977065,-329.9815184592743,-182.03009947154,-232.8046256607813,-243.5811061041972,-270.3515533973215,78.39450321574644,-2.400717616561963,-195.98685925083774,49.13794430602182,-63.592250834819,34.15860849019285,63.94465466716427,-67.13908352612405,15.463036684684434,-69.12846112204856,-14.596541931755718,-0.6892016274928304,48.884893670152955,-24.046182920971052,37.90468255793366,68.36433368865501
3,-2092.0795337823924,3536.86335230449,1195.6033557048224,-26.843290754545663,731.8971377771062,-482.4151426795694,281.2514455282966,-52.584314667476924,-479.0877330157316,-341.216443836818,-124.02318756478417,-162.7776271818317,-170.5719396460841,-191.61650411092813,21.976318983857368,-27.047239995572816,-81.69020248730534,2.503848027469912,4.660776551781616,-35.233936144979545,15.629666696178749,63.911123864739295,7.865766406261797,51.999924443437756,47.736324919074455,-59.73084132578634,171.52380808677574,-128.9442429318305,37.85945198218738,232.48350508587836
4,-1834.0848859753755,3760.9191592804273,1052.947380353425,15.528862726459607,585.7990769804525,-484.08832657119035,147.97403447367893,11.274362188375862,-437.06281458854426,-236.46069781516331,-119.82039460149397,-86.42843848537024,-79.78351243957454,-79.74271463149539,-38.36048546024914,-43.111791064468804,71.38327186708163,-48.043386185054345,65.35877408106451,-99.76902920091241,-42.98456793602,185.86530736953253,-36.99161557776409,162.36072475627506,109.07381277003611,-113.30477627344538,195.8079875110226,-185.09108641370472,-10.648156907879287,270.38494448754693
5,-1406.271422754802,4166.028179674438,867.0301784262791,31.01090375327868,386.74099556357476,-497.2760577117326,-55.3175790354271,117.57926957743855,-377.61707750007093,-74.34663989892728,-105.04262248176022,-10.806261647134077,-1.444195344835437,56.045095389424404,-93.90724269604138,-37.83845779681069,167.24297477156833,-110.70767863898521,102.82597873038124,-140.96368769015305,-94.07171631873994,249.25029276993928,-64.20848485197486,218.90674266486,117.4428662152777,-119.89946034724878,133.60008460706737,-148.5254189813489,-59.05470505304666,160.54695612559465
6,-1332.8925671988252,4144.067323722134,830.9072976814294,150.76106894778243,339.4224720306145,-420.2512788014164,122.12377787990864,-222.9817980164282,-155.46075870764284,-223.3574339173609,-21.577006335315417,35.65582964982426,55.94598614451089,150.31015691712415,-157.95496249682128,-27.309324027665735,208.182663063771,-193.30921674774652,95.55920714475872,-146.30088420128843,-119.57970139372694,296.51410598033044,-27.627271966588058,219.78631984912198,88.25772251928285,-61.574760111172566,1.5401677815724504,-30.29086187135055,-76.57683856455822,-75.54009247095095
7,-1921.7079617652003,3470.138539521635,934.7590169287344,-188.49875293218412,460.36947735153547,-295.84602150138574,102.02371733551277,-121.72403491974475,-150.12783231870452,-88.51471286726613,-5.06088234691273,133.505811128886,135.43404969573675,191.04168557855647,-162.90938978776518,20.82629783377793,312.88976466538344,-106.66079189348076,133.95073273649058,-116.79926288852609,-176.40688297127065,194.6238820732569,-46.56016303715473,163.40017462839668,41.8293262803248,20.258849151791757,-108.13111871247493,89.00491143031567,-68.10204604808932,-220.37012610416227
8,-2097.546748510042,3200.065050313823,928.8694067888686,-139.78668407910354,458.55792075292646,-235.95523989078123,147.53273767523584,-231.21374388389404,-38.69458098427471,-62.779060250859054,55.011450947788035,219.3143706075379,201.292823712991,276.7775185856587,-170.271571099909,32.60782519411051,333.5825528615976,-84.41953827727725,138.65067583299242,-81.02162687879505,-144.42990604074265,63.61791019579383,-23.593617728338458,27.70469089219373,-2.3688134076476413,81.50909537381351,-185.87982735793875,158.2215532705837,-5.340607195012764,-256.7504680774117
9,-2516.356130533715,2665.2148801347994,980.0164104587141,-182.93218360100002,476.99735996316406,-166.28982610919297,82.14509044760358,-74.16258430387843,-46.336780305657335,85.25984304966046,76.57926302672963,328.656196212803,303.3471106965475,361.15098672667546,-117.8023440691555,57.739282686950936,334.3400559808325,24.88512705017587,158.62224566433483,-6.7522983660947045,-117.3902189103697,-127.20308391862031,-12.373704617039246,-125.75078755741778,-58.09744681997752,135.10671882003192,-189.01841685267894,160.74748393938125,85.23711718095375,-124.03243759865532
10,-2103.4604421055587,3022.5248329414153,781.4829671512422,19.92227255703822,254.54617274501285,-236.74915181400445,-197.96848174130014,198.74344129225415,-52.999795577801514,309.50088399486526,62.473958362752825,371.67333557807336,353.38077988153174,402.9949749387959,-65.56366781141229,43.651977171897656,250.33349543111254,58.35793501114369,95.79305232977885,62.38768959439602,-21.784710994536017,-252.08425357661486,-12.504837878432067,-213.1280665372661,-84.98964406549564,75.07109570546686,-72.5256626743108,64.474174364326,129.69244126882487,84.68275292166882
11,-1619.581862140595,3453.599384419257,616.2792848365609,106.43924184196558,92.2591725873889,-205.08115035471377,-211.26897904036448,83.3840775557735,108.75931226921497,276.9368259889473,122.36119229484856,338.08866713464226,351.00365907545097,364.30138847697236,-39.300104287236344,24.23614252139535,86.37462105565696,11.539669812636676,-24.95817265043333,109.99549313244121,82.63974397207055,-256.0684765494542,28.8051839003983,-207.55322151962545,-91.3909547632959,9.066098863247463,29.631482261469152,-35.3788195137166,74.98040184855027,199.52493192216366
12,-958.8600694634086,4093.8425964602243,435.7370061915321,155.36095540038548,-92.1161708461639,-220.15489061134184,-290.55074141556105,68.50292844995197,243.75367965884445,292.7934618776349,153.32958036744174,291.8614401836096,320.3720663146553,300.22607388890106,-20.593240584392625,21.047703773700988,-67.91536162204163,-11.05400912747544,-135.26828910016596,133.41573076657647,155.7580366271643,-182.67466901271803,44.12799353802345,-139.98199837194144,-61.24854410662622,-54.56379644052294,95.66326037260883,-89.40329791928237,-22.293141496352213,193.97674931706007
13,-921.4405572748811,4038.3089172054674,466.85776355880523,-248.16550564423832,-50.61613600750844,-8.029899162381625,-30.399953575414017,-317.96363166747665,518.9604909681796,83.2508085954933,274.32893180524877,207.3091604625102,273.9115620156555,202.9107756519281,-38.81987192754773,43.013852563802345,-206.89958855663755,-63.82872987559672,-235.84060095283945,147.1027230704388,196.1773882845863,-83.70936845269001,93.09150887525091,-36.187664822054636,9.180835700412569,-66.8788255011061,122.71317163399743,-80.33906435360221,-105.90584398950614,79.96262248230056
14,-2090.387988286421,2661.872312186977,713.9333043648128,-287.9299292725562,140.7967485909223,183.7381739141228,209.65858779195392,-552.6184613176729,658.6917213664983,37.81748183172492,356.229736297543,198.5792412269355,210.00948404230377,76.57456182313511,22.941192244491326,99.50155622254164,-265.1456631366153,14.44749570573036,-280.71402065560994,163.00620237633441,183.1891689682369,8.789725798338646,70.2757819150013,94.78378916837953,69.10432337102091,-37.862802768682435,137.60341770158144,-47.46906012328419,-149.16316772891844,-52.59294695585772
15,-3508.385414356989,996.4099720050962,982.2735295354012,-333.80646738590593,324.4326602081694,297.853342362701,205.4348501745703,-350.66111740945905,602.6766168609399,245.83800824339758,350.7861088226326,220.95450280564557,139.24990269243136,-81.2360357321865,147.69864032383367,130.27348135681962,-260.586251052659,204.40496849469105,-248.61980385597357,135.0339290280834,106.45646013318562,65.11906459505023,-36.37954359648071,209.7761882444438,116.535767091051,5.526319755071838,123.79518305496309,-5.935104111129899,-79.51750928527994,-126.12152916755295
