198.0,-0.2732389217899744,0.1652151018851591,-0.013471575066607639,-0.19603593168752917,-0.1828913577495742,1.5522767966656748,0.10401029263844669,0.10099649078336954,-0.45220336998725397,-0.055781433531352044,0.0026709978040372864,0.10176737413228357,0.09368152399955636,-0.07872943195686856,3.9712970173483626,196.0,0.005,194.0,0.01,201.0,201.0,61.0,53.0,198.0
200.0,0.0216425917564435,0.05377046907930355,0.09105421453907707,0.08315848330493612,-0.36694795383760104,0.9485611799470067,-0.058203421243364514,-0.07967516494417537,-0.3602258873623552,0.010237040750995302,0.09700403799835615,-0.2366841890858467,0.013449006042106882,0.15302421197364502,3.9381213795412657,207.0,0.005,207.0,0.005,200.0,21.0,130.0,130.0,200.0
197.0,-0.05594683915898037,-0.13278078749280536,-0.11201538852181187,-0.052531641750519296,-0.5598980733688702,0.9132614870214071,0.3317063240794122,0.012816572786887795,-0.47573765890343855,0.06034017023377411,0.18836730885878222,-0.128359028000365,0.11893077314133839,-0.16114438276811346,30.996438505092804,204.0,0.005,71.0,0.035,108.0,108.0,108.0,260.0,197.0
194.0,-0.21073664551604465,0.14480259531876855,0.11838641455965629,-0.13657847238876347,-0.21262843800001546,1.358527135221855,0.408823867933183,-0.03310262141446384,-0.2966440707894651,-0.32968223664535334,0.003331390310042779,-0.1568530924570849,-0.1557855511083306,0.062375008831227284,7.835662065199085,137.0,0.095,194.0,0.02,194.0,200.0,200.0,261.0,200.0
170.0,-0.18383254321998982,0.0306332810855561,0.21822786222789858,-0.03497653027343543,-0.8134482177634551,1.8717618350166148,-0.10441514108556364,0.14231473440174944,-0.4716832892227627,-0.19386274870143386,0.2932383091494152,0.08819716089858202,0.21157305454650197,0.11406313952396713,28.2,152.0,0.005,135.0,0.01,203.0,211.0,262.0,253.0,193.0
174.0,-0.0665382380687652,-0.09450759607531985,0.14717574495152397,0.040193191276444266,-0.14348333659818377,1.3002259334778061,-0.027372367528258796,-0.04677858895036138,-0.28341891775466554,0.1265797733774638,-0.15010503071683445,-0.15511125902381065,-0.3685089455324772,0.11324254161364279,28.45359028312596,188.0,0.005,188.0,0.01,190.0,227.0,128.0,128.0,198.0
183.0,0.06926967272635073,0.05237306579475241,0.2792705077372638,-0.14279129598021095,-0.3931789878873842,1.6066275890086124,0.1028541794050139,-0.031081425031650376,-0.20121863694272993,-0.263448376296906,0.24680526608025652,-0.0006443576802983938,-0.13411401319878088,0.18006061218504182,19.106742265493615,179.0,0.005,174.0,0.005,200.0,200.0,289.0,229.0,200.0
190.0,-0.10156101816926232,0.061840876627920496,0.13092954840145757,-0.05855743217548549,-0.32298596868448065,1.22466448309407,0.02529632400352053,0.18509524580699183,-0.27819902053301854,0.12886773701184126,0.0903870391912088,-0.017351253735953226,-0.03499679743151975,-0.08758432873218147,10.23478382771224,190.0,0.005,223.0,0.01,190.0,190.0,263.0,263.0,190.0
202.0,-0.26905969251456585,-0.016396802133640562,-0.042015598157056334,-0.055228286471734986,-0.3254977793930877,0.8390395347273514,0.28489848653625444,0.030732068855541143,-0.2575156544691962,0.06873036718949178,0.05903271313324269,-0.17373466582884742,-0.09303515147413262,-0.13211992251673219,20.293939982172017,238.0,0.01,204.0,0.02,152.0,214.0,106.0,214.0,202.0
197.0,-0.028842472100772825,0.16924267662483555,-0.37192151921870453,-0.0003469776413190169,-0.5763858601278513,1.139252706783275,0.07070587574620926,-0.10874719299786523,-0.4167186085266495,-0.4115658923672816,-0.09048831818837208,0.4171284743084128,0.003439575839889512,0.050747815881112934,5.954695626142447,203.0,0.005,203.0,0.005,203.0,206.0,255.0,255.0,202.0
