frame,mean_0_mid,variance_0_mid,skewness_0_mid,kurtosis_0_mid,median_0_mid,iqr_0_mid,q25_0_mid,q75_0_mid,pers_entr_0_life,alps_0_life,mean_0_life,variance_0_life,skewness_0_life,kurtosis_0_life,median_0_life,iqr_0_life,q25_0_life,q75_0_life,mean_1_mid,variance_1_mid,skewness_1_mid,kurtosis_1_mid,median_1_mid,iqr_1_mid,q25_1_mid,q75_1_mid,pers_entr_1_life,alps_1_life,mean_1_life,variance_1_life,skewness_1_life,kurtosis_1_life,median_1_life,iqr_1_life,q25_1_life,q75_1_life
730,1.819859127828515,0.5278337637388382,-0.40878480461307065,-0.5738581732333722,1.9183466193038798,1.2222829106163309,0.7073667363326169,2.151524864500682,1.0899301151944851,-1.9605396359037985,-1.3264023699657634,-1.4073383329556137,-0.671703187158145,-0.31163040401142283,-0.5293544345723814,-0.827748257609398,-0.779291680044499,-0.9554001273288706,-0.8313328603605735,-0.1822693757780955,-0.38610547165879733,-0.819555595748294,-1.3338129717357303,0.8930384589984307,-1.205036604534568,-0.06788993923367803,1.1796324888963627,0.8791231670815224,0.8507625634085272,0.37762865784139954,-0.44686788768457303,-0.50897329193107,1.608029924459226,0.20134761481477015,0.24939495919376878,0.21558951519918287
731,-0.5376250002006295,-0.2874892077678101,-0.8712889957329973,-0.04269631938542104,0.4417603903165826,-0.4383264199509974,0.21995654140346294,-0.271231597406053,0.9722279047290425,-0.6265427371765324,-0.5925126607255216,-0.7189333637012826,0.24851816460191628,0.16536827526154305,-0.0008284092492999,-0.5519933934299914,0.08155584495036082,-0.478648283035184,0.055208309366435435,1.244740481480346,-0.8259217008772183,1.3124206752616063,-0.27975667286059647,-0.8849528527385485,0.6385455387506047,-0.4567692221560746,0.7359163236038573,-0.03684803202930983,0.08034202665385423,-0.2749522354230021,-0.492597945734581,-0.4753599432080843,0.05700809445844861,0.2355796402176557,-0.1910314251422589,0.214084154522354
732,0.2376296178994303,-0.028499981688922846,0.07345410616972103,-0.49611298447231833,0.2841185285964882,0.7142871594279976,-0.35927618482509976,0.4411059241086622,-1.0265395194308085,1.2622077056313183,-0.022057879042273337,0.628854001159453,1.055754648761578,0.35739099926653145,0.2800876960697536,-0.8624767695434216,-0.4063718052280144,-0.8885738518461249,0.32358451905552127,0.7911280290433625,0.9515532856480369,-1.0425259340643467,-0.044548899263462484,1.2609691119493505,-0.7170250093237219,0.8327427518795443,0.07418588858168042,-0.5017155231299316,-0.9432732309316535,-0.87341622729895,0.5240682108183919,0.5681821035324701,-0.01241233433607451,-0.022140340019101507,-1.1692762004581487,-0.11394909221472356
733,-0.05669837291224765,0.2826803181875803,-0.17185851647022532,-0.002238894556552134,-0.502929727120231,0.565119220190399,-0.2800970953984617,0.35337144711956403,0.16046246393575964,0.6316101509033365,1.0752471139677138,0.8330786716143943,-0.5780183733252132,-0.28903178777880334,1.055677150856152,1.2441077439852326,0.35092876392002914,1.2197446302919577,-0.80635821219238,-1.1864185569070016,-0.6307345265270119,-0.6313950039886536,0.057619032732074346,-0.37452853069378944,-0.5012640578686794,-0.9210289363020706,0.5070738039453486,1.0100110445678874,0.708267145261589,0.7474511214449399,-0.5091674833127731,-0.6741304948156687,-0.39822159646550864,0.26246814178217925,-0.37287617442944965,0.22587088819627285
734,-0.016738433295486355,-0.5973532648902067,-0.026985964589789378,-0.5922248841679809,0.4420618117330734,0.6350141136403622,-0.5550741096562782,0.14319158572115823,-0.015063470473372503,-1.674481076193443,-0.9484136386051796,-1.0117369219047854,-0.5885867983461682,-0.302880467953243,-0.8498322134730582,0.19595851942422715,-0.5472403389554638,0.03331264763303866,-1.6460416512760923,-0.745832177666538,-1.674314329437943,1.0236934949327383,-0.8427954967995317,-0.8999357286475977,-0.4865106207508067,-1.535895196674048,0.7172266237722681,0.6385277744493678,0.09158458936573356,0.038024050318435934,-0.005312620226848887,-0.03581335879884584,-0.11934129519469235,0.8124507351789346,0.09376573078323101,0.7977965045920551
735,0.6249305153335356,1.5741864176209954,0.23572990482177933,0.506480433408839,0.06362956253934399,0.6091136844825104,0.04766486047948234,0.7501593025417417,1.3299258726129086,0.3229430728479927,0.00954311283462355,-0.06241142248624475,-0.1951509398526804,-0.17741049125283243,-0.5797108756900293,-0.33878651180917424,0.17603573577747314,-0.260565373535509,0.21662301649798277,-1.2174788068910307,0.036907335441731554,1.117775754855231,0.2320490333775439,-2.0128138421764907,1.449192478928841,-1.041906808468247,1.64487454795845,-0.8604070032483206,1.1271696979087644,-0.7877284413506251,-2.2774095999339425,-1.5225484723068186,2.6733502291021773,1.8156564647932059,1.168788973312988,1.8587180214148855
736,-0.27308278840444017,1.7263361528329317,-0.2557468863816286,-0.021959627088930983,0.18691826105401546,0.4559246944211599,-0.3550418939578677,0.14874796982473734,-0.8815029453156856,0.963619878277151,0.5955265314832372,0.8397444066929961,-0.19903370281485178,-0.14610121575166116,-0.8537871808475793,1.2412338678588455,-1.0943868910342764,0.8361901938753041,-1.1801598838065994,-0.0837852032658872,-0.2805286306417581,-0.8193551450430129,-0.680964391720326,0.638231932551373,-1.2322288786085314,-0.39847900090077015,-0.09783912534357149,0.3022322283387286,-0.4940038911953854,-0.06338339415967943,0.5262204245723363,0.36350613792638276,-0.7231514178058467,-0.42353367709644024,-0.911576313824713,-0.48407480937668934
737,1.9606377006360989,0.39180918513950763,-0.6540017671841475,-0.07002087720468336,1.424421385680558,0.678254570207868,0.5938067864358068,1.4065311005095409,1.3192539949860986,-0.7863128907091648,-0.8534880558526683,-0.9919754146357977,-0.030062607386558853,-0.06870094035662563,-0.34553410050918854,-1.144562836757679,0.4694897140936351,-0.9133074012547855,-0.9323870126917376,-0.15195777244042305,-0.45020918617700445,3.012241054245252,-1.3504607124974126,-0.08083007861659842,-0.6921240242919718,-0.7495709293784515,-0.12139113128886211,0.39810758769878407,0.6048524461953958,0.515115462794927,-0.33774449022445047,-0.28058197035892674,-0.28582051042560896,1.5263843244954256,0.035488239917921834,1.4877351578755635
738,0.25646568327026537,-2.077963622713639,0.17923210943922577,-0.0803179312516194,0.4067730214076335,-2.3711268261864014,1.1174673724339197,-1.5436965196625,0.04741498601007015,-1.64821566093424,-0.20258956681574064,-0.7948325332844689,-1.3397707124461404,-0.48204582535278706,0.8410427381033295,1.3099898607099811,-1.3305306536469765,0.8362460843586272,1.3341564041031941,-0.4471025325012563,0.6390263395939196,-0.0975784220398668,0.4571919229240176,0.6584471151538186,0.20030268039437135,0.9769310823648983,0.7742228318078443,1.0415065406291069,0.7304374207679915,0.556859687089614,-0.2718081441564953,-0.28923314137551603,0.36627596799720996,0.7555639896493523,-0.7480099858318964,0.675927621409165
739,0.7332957682161779,0.0656447720961451,0.43660057705397914,-0.5262736146792417,0.6102743103808486,0.38164884370787217,0.30505416814901665,0.7607286575118288,0.031647332365031734,-0.5690813772020887,-1.0187979244121645,-0.41726882054324066,-0.1780296683449715,-0.18723681730022076,-1.3196496776254074,-0.37297186938187465,-1.2648663317673332,-0.6713268764552581,0.04139622102200294,-0.9424350573888468,-0.7935958954712133,-0.48290486050410536,-0.22473269722889921,-1.418288133647738,1.1642862114296701,-0.5991411000368747,0.7512112618812755,-0.5783341136968312,-0.37313901459513127,-0.7119498206959853,-0.8305624597288063,-0.6901476980535949,-0.8276595559714135,0.9849671660232161,-0.34677335438853535,0.930811085359477
