352.0,-0.7774666830595316,0.30172657136442665,-0.039556122730507806,-0.09174445031382701,-0.2705025232792255,5.1771806999563,359.0,0.005,359.0,353.0,213.0,359.0,361.0
350.0,-0.702284120973623,0.39965917143466484,-0.13219989489645168,0.2641526803441273,0.102714285703656,2.2096153511414607,350.0,0.005,350.0,350.0,101.0,350.0,106.0
352.0,-0.8124584277024911,0.2990017886373091,-0.006162965491608593,0.008606562153780719,0.08285121522893399,3.1550594289173066,352.0,0.005,209.0,352.0,78.0,352.0,539.0
351.0,-0.7840504519078176,0.289199576746041,-0.029865336016535106,0.014205244743628399,-0.030253037479358192,3.7599468081343916,352.0,0.005,335.0,351.0,392.0,351.0,590.0
350.0,-0.7605367422011485,0.330032344246047,-0.1408133062302059,0.035757724441853884,-0.21504698736002847,3.5782677373276583,350.0,0.005,347.0,350.0,282.0,350.0,571.0
348.0,-0.658032432509124,0.34864416716807894,-0.0006163697689114955,-0.011420684868440778,0.09311247247519502,3.4979422522391648,350.0,0.005,428.0,352.0,72.0,352.0,361.0
349.0,-0.6634755926459881,0.3715303460956868,0.04812690556146178,-0.03473645204996973,-0.055588383718272225,7.4544483363961955,392.0,0.005,360.0,363.0,239.0,363.0,218.0
349.0,-0.8095054089295668,0.2352195745536441,0.03158703609207331,-0.023614487577196492,-0.04258168950694783,4.654245373849557,353.0,0.005,332.0,349.0,591.0,349.0,372.0
340.0,-0.8857373605911516,0.18905778529784736,0.016150665255265397,-0.008409435051808922,-0.06653528726551491,8.22508358620142,348.0,0.005,351.0,348.0,128.0,340.0,528.0
339.0,-0.8004932327911274,0.4252276451400996,0.22389436733354381,0.2324846641128242,0.23423859030930763,10.114010085025622,339.0,0.005,345.0,344.0,155.0,344.0,468.0
350.0,-0.7379416513973545,0.31605399362831277,0.005875249636237762,-0.07619319646789467,0.11331350792032918,3.932480133452679,350.0,0.005,434.0,350.0,430.0,350.0,430.0
348.0,-0.7469347607558722,0.3898593594787006,0.022803733462474617,-0.12207291570984341,-0.037144799326182046,3.520568135968966,365.0,0.005,350.0,355.0,119.0,355.0,79.0
350.0,-0.7602869592155195,0.3872627308318332,-0.017375801697921956,-0.08509193487735774,0.11700144859625675,3.152713117300716,345.0,0.005,344.0,350.0,359.0,350.0,329.0
350.0,-0.6061276989105802,0.3000729885631028,-0.045826378913195284,-0.025458918700006397,0.052723613977244066,8.141007308681155,350.0,0.005,355.0,358.0,419.0,350.0,368.0
350.0,-0.8769690471702707,0.32138444663752996,-0.0060631261070180275,-0.04739994267137875,0.0733022286036309,5.60592543653588,353.0,0.005,354.0,353.0,454.0,353.0,8.0
354.0,-0.8606970668420485,0.27238689512798747,-0.15559831219515746,0.25795713984758845,0.0497001994048571,5.622419408048461,393.0,0.005,336.0,354.0,337.0,354.0,337.0
350.0,-0.7308422349719301,0.4200259244357624,0.03758961725035328,-0.18060892252926095,-0.12179095632337071,3.8849453020602494,350.0,0.005,350.0,350.0,62.0,350.0,345.0
349.0,-0.6620679433283646,0.32663729725528357,-0.020079816225434213,-0.20419295083590117,-0.0813033421146468,1.7432154198491936,349.0,0.005,349.0,349.0,306.0,349.0,389.0
351.0,-0.6995225937438398,0.4084652220850779,0.02455131865843803,-0.26995837904966824,-0.24767246689868003,3.5651647928251506,351.0,0.005,351.0,351.0,125.0,351.0,349.0
350.0,-0.8378053252920208,0.3539280073432696,-0.005908773229533351,-0.23307166551062533,0.015727767528730115,1.1126544836560899,350.0,0.005,350.0,350.0,422.0,350.0,422.0
351.0,-0.6665642609054747,0.3816338845151341,0.03760981771405266,-0.15601450486883556,-0.2942369607308207,2.355164537776501,351.0,0.005,396.0,351.0,524.0,351.0,388.0
347.0,-0.6751194226028541,0.1909723122472407,0.058603399441422746,-0.17242055700383171,-0.3107743921014614,6.207318261536136,354.0,0.005,347.0,347.0,228.0,347.0,2.0
352.0,-0.7064782903120325,0.30162995100074247,0.01609742524891295,0.16839054266394526,0.11840734014272239,9.603603490357148,350.0,0.005,259.0,352.0,166.0,352.0,281.0
